,amort,curr_assets,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,material_exp,personnel_exp,sales,subscribed_cap,tang_assets,balsheet_flag,balsheet_length,balsheet_notfullyear,year,nace_main,ind2,ind,urban_m,operates_within_2_years,liquidity_ratio,profit_margin,leverage_ratio,founded_year,Idade_da_empresa,region_m_encoded
116415,68537.0390625,774292.5625,0.0,0.0,0.0,13.001017933587729,12.8494874017267,9229.6298828125,10.684956774227581,14.807751171777213,515011.125,15.10967160643937,9.315790903113744,12.979956932036437,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,4.635475251933829,0.040798341088066785,0.11140370463047165,1996,16.0,1
116433,3496.29638671875,36166.66796875,0.0,0.0,0.0,9.809435253143418,8.09409573548124,81.48148345947266,10.28094306531387,12.284083699445999,19251.8515625,12.39755381738487,7.524481248257534,9.804949414569817,0.0,365,0.0,2012,5610.0,56.0,3.0,2,0,0.027168605106305435,0.011590923308948672,3.2961663251741666,2009,3.0,2
116439,1848.148193359375,7377.77783203125,0.0,0.0,0.0,10.422972257700426,8.451583471750329,14814.814453125,0.0,10.082604925421634,15000.0,2.4648150605652126,7.524481248257534,9.842059293680949,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.2538704128332004,0.08929553863777741,1.7173806178840805,2011,7.0,0
116466,7485.18505859375,381985.1875,0.0,0.0,0.0,11.782479506035227,9.798594050206432,0.0,0.0,10.513380918300786,5362.962890625,2.5159281771458337,9.315790903113744,11.782479506035227,0.0,365,0.0,2012,3320.0,33.0,2.0,2,1,0.036683925820367023,0.18547087544513766,1.3456999212075158,2004,8.0,1
116477,0.0,4148.14794921875,0.0,0.0,0.0,10.426710464500875,6.9379251941375735,0.0,0.0,8.741385099262654,12559.2587890625,2.386570452438994,10.008893086711856,10.426710464500875,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,9.491524723078202,0.047582791661786174,0.01166699699517288,1997,15.0,1
116553,459.2592468261719,100325.9296875,8.622733710403743,0.0,-5555.5556640625,8.500965949959953,11.344167906070611,0.0,9.586051095566795,12.930792678866654,85488.890625,13.287898366518194,7.524481248257534,8.500965949959953,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,3.5892173958971867,0.13901181206540808,0.1864249929056196,2010,2.0,0
116572,1474.0740966796875,4844.4443359375,0.0,0.0,0.0,6.245747823813774,8.591592631970615,0.0,7.081615233862361,10.468408772992177,24281.482421875,2.4946490854631627,8.217358538114986,6.245747823813774,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,1.6768953349947675,0.07595841772399362,0.6203807135394841,2005,7.0,0
116584,7329.62939453125,36755.5546875,0.0,0.0,0.0,12.53281871813524,7.9573718647810585,622.2222290039064,0.0,9.087239105798798,4200.0,2.4058086731168533,9.315790903113744,12.530572267905503,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.09239009072760018,0.11232665605641294,0.08250326836019935,1996,16.0,1
116598,1555.5555419921875,16859.259765625,0.0,0.0,0.0,8.780850039608488,8.849035656294287,0.0,9.00884507447042,11.665146359852574,41281.48046875,2.5596244276927034,7.524481248257534,8.780850039608488,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.4574788181068532,0.04113430068911119,1.3789592040370826,2010,2.0,1
116713,0.0,12296.2958984375,0.0,0.0,0.0,0.0,7.582719656097214,0.0,0.0,0.0,0.0,2.1519252521271723,4.318475276683786,0.0,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,5.442622731152162,0.8833333129882812,0.22509225110202194,2000,12.0,1
116735,637.0370483398438,8351.8515625,0.0,0.0,0.0,10.423853073310125,7.713354470224569,0.0,8.741385099262654,10.654402981565399,20525.92578125,2.493859759527869,10.008893086711856,10.423853073310125,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.09928097278586906,0.03020879589630046,3.453677171191166,1992,20.0,0
116752,103.70369720458984,459.2592468261719,0.0,0.0,0.0,7.674548663894895,6.9234463470931145,0.0,0.0,5.682193059133173,0.0,2.099175035684023,7.524481248257534,7.674548663894895,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.04396091992559583,0.7492795327460807,-1.4557208916336672,2010,2.0,0
116847,2544.4443359375,96544.4453125,0.0,0.0,0.0,8.319888817886765,9.950560189772856,0.0,0.0,12.17944853598745,10214.814453125,12.356044315267289,7.524481248257534,8.319888817886765,0.0,365,0.0,2012,2651.0,26.0,2.0,1,1,0.0010243933448326051,0.0843043147824762,1.3515922532126168,2008,4.0,0
116863,7829.62939453125,101725.9296875,0.0,0.0,0.0,10.00404821771043,10.081830502033078,0.0,0.0,12.740335551606153,29881.482421875,12.910446106187583,9.315790903113744,10.00404821771043,0.0,365,0.0,2012,2825.0,28.0,2.0,2,1,2.5867694760118045,0.05318671600715487,0.1850571051698796,1997,15.0,0
116918,0.0,5922.22216796875,0.0,0.0,0.0,8.385370382972964,7.007332465199174,0.0,7.906847260012929,10.402945448447499,15525.92578125,2.4722310674308106,9.315790903113744,8.385370382972964,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.1623444012839781,0.021441934645801287,-3.590316515495203,2003,9.0,0
116934,200.0,8411.111328125,0.0,0.0,0.0,0.0,8.261363821880137,0.0,0.0,6.927085729773812,2325.926025390625,2.29358175894417,7.544273331731486,0.0,0.0,365,0.0,2012,2651.0,26.0,2.0,2,1,3.1683030902676785,0.4750000164794926,0.45763797565333886,2011,1.0,1
116959,41003.703125,809644.4375,0.0,0.0,0.0,12.986927672728031,12.47717732698386,0.0,11.408193137377623,13.874342750809847,492766.65625,14.50201396747192,12.693791956460544,12.98420981901092,0.0,365,0.0,2012,2899.0,28.0,2.0,3,1,3.9367047069630674,0.11173624220494167,0.12979568553403176,2002,7.0,1
116976,548.1481323242188,12970.3701171875,0.0,0.0,0.0,7.020654009985874,7.020654009985874,0.0,0.0,9.498097417203372,0.0,2.3801366005620572,9.315790903113744,7.020654009985874,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,5.794871941139479,0.055102039937786354,0.020933977210003396,2003,9.0,0
116999,0.0,730877.75,0.0,145159.265625,145159.265625,0.0,11.84577395625,0.0,0.0,9.82076395141706,0.0,0.0,9.315790903113744,0.0,0.0,365,0.0,2012,2620.0,26.0,2.0,1,0,1.1536723515308136,0.0,5.321402435003838,2002,10.0,0
117004,0.0,21481.482421875,0.0,0.0,0.0,8.460246508376652,9.304056686370929,0.0,0.0,12.170834398072888,32637.037109375,12.37141870383684,7.524481248257534,8.460246508376652,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,1.3686072658961652,0.023309107974343823,1.0814945471352078,2011,1.0,1
117052,80200.0,273233.34375,7.912287498462555,19933.333984375,17203.703125,14.220082100294759,8.77971129020447,0.0,9.762578790705472,13.520529160137109,528714.8125,14.106842243718084,12.129117016879398,14.220082100294759,0.0,365,0.0,2012,5510.0,55.0,3.0,3,1,0.5630121071448803,0.0042455911927047185,0.2733239063092457,2001,11.0,1
117090,3585.185302734375,1011.111083984375,0.0,0.0,0.0,10.407766284284214,6.941512415119719,0.0,0.0,7.902747615325877,285.1851806640625,2.3118093985309254,9.315790903113744,10.407766284284214,0.0,365,0.0,2012,4711.0,47.0,3.0,3,1,0.1600846167270047,0.10625000411987313,0.25267284907980303,2001,11.0,1
117098,10496.2958984375,40081.48046875,0.0,0.0,0.0,12.874227445917684,10.60256797545649,714.8148193359375,6.099072565755355,10.01022543949494,3655.5556640625,2.5050473610905453,8.910370746003398,12.872393509083134,0.0,365,0.0,2012,5520.0,55.0,3.0,2,1,0.6153712649991967,0.5057181375883638,0.05603079648140042,2008,4.0,0
117121,355.5555419921875,11337.037109375,0.0,0.0,0.0,10.763816791841842,8.483498548559743,0.0,7.910930255741541,10.869574638629254,9025.92578125,2.494898323722686,6.8318736306778485,10.763816791841842,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.08989095267945955,0.0637749466034101,1.8025500577351299,1999,13.0,0
117202,8237.037109375,23385.185546875,0.0,0.0,0.0,12.299904816002993,8.12964438239854,0.0,9.358846580275406,11.324284859978516,69014.8125,2.556163361680512,9.315790903113744,12.218737805842276,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.38322884611728686,0.021009687702258237,1.689506766880019,2007,5.0,2
117226,1444.4444580078125,66148.1484375,0.0,0.0,0.0,10.5046889362313,9.105502397721203,0.0,7.693295903120665,11.962118441454658,78677.78125,12.423961980091162,9.315790903113744,10.5046889362313,0.0,365,0.0,2012,2651.0,26.0,2.0,2,1,0.08477593629725305,0.034387750659097216,0.5785497706192065,1989,23.0,0
117320,681.4815063476562,7574.07421875,0.0,0.0,0.0,7.817013921697035,7.12426948277473,0.0,8.722260281002885,10.76538231987375,16922.22265625,2.4939926437698197,6.608999751719947,7.817013921697035,0.0,365,0.0,2012,5630.0,56.0,3.0,2,1,0.11649447993937895,0.016687919489282617,-30.510867284295323,1990,22.0,1
117411,163777.78125,648466.6875,8.68726093956501,21885.185546875,15959.2587890625,13.057032609188568,12.019615235373342,8385.185546875,10.805624528405852,13.335251723395873,370870.375,14.102095560104425,10.782058731452018,13.038967841737866,0.0,365,0.0,2012,2932.0,29.0,1.0,2,1,1.8028123151981077,0.07862237531936996,0.20228617168111726,1989,23.0,0
117417,925.9259033203124,4048.148193359375,0.0,0.0,0.0,7.634176075663483,7.850752885379082,0.0,0.0,8.533554894794904,6340.74072265625,2.3632295289865124,7.524481248257534,7.634176075663483,0.0,365,0.0,2012,2893.0,28.0,2.0,3,1,1.7782427124444438,0.14456946892628986,0.4075021393837451,2011,1.0,1
117445,496.2962951660156,15844.4443359375,3.293089622023543,0.0,-25.925926208496094,6.893844146972665,7.998024183085507,0.0,0.0,12.284289263840023,11233.3330078125,12.36417221464956,9.315790903113744,6.893844146972665,0.0,365,0.0,2012,2822.0,28.0,2.0,1,1,0.0,0.01143101065969885,0.12866368659382443,1995,17.0,0
117470,16503.703125,60525.92578125,0.0,0.0,0.0,13.571215587330247,8.25560715432469,0.0,8.979421308234452,12.159801259698614,60940.7421875,12.589207146191223,10.414343136790798,13.571215587330247,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.0026046304428048524,0.011122192816977473,4.117701154403777,1991,21.0,0
117480,7725.92578125,55048.1484375,0.0,0.0,0.0,10.067788165377461,9.291841870865454,85.18518829345703,0.0,11.833135720677612,18277.77734375,2.5715031274256996,9.315790903113744,10.064167678212094,0.0,365,0.0,2012,3320.0,33.0,2.0,1,1,1.7515752080717613,0.05507155392957627,0.1862635609632868,2002,10.0,0
117505,46451.8515625,1104111.125,10.629807106225268,0.0,-41348.1484375,13.117628246847465,13.38249303160439,1611.111083984375,9.530078150511958,14.344181085111396,1446000.0,15.192296229443158,9.315790903113744,13.07073686961262,0.0,365,0.0,2012,2611.0,26.0,2.0,3,1,0.18205367745014644,0.12068566971749768,0.8005881189051814,2006,6.0,0
117552,1303.7037353515625,5162.962890625,0.0,0.0,0.0,7.605097323102678,7.268455472539142,0.0,6.4108447392524095,9.471070790424651,0.0,2.368540831119233,7.524481248257534,7.605097323102678,0.0,365,0.0,2012,2611.0,26.0,2.0,3,1,0.7019867646035943,0.08044382753056119,0.30546190137107593,2008,4.0,0
117593,4774.07421875,93351.8515625,5.004940091058004,0.0,-148.1481475830078,9.551897523987735,10.55978534674866,0.0,8.526974785107111,12.55808840857287,7318.5185546875,12.725442444897057,9.315790903113744,9.551897523987735,0.0,365,0.0,2012,2712.0,27.0,2.0,2,1,0.5031460496800446,0.0,1.5884348798695298,2007,5.0,1
117605,2940.74072265625,55759.2578125,0.0,0.0,0.0,10.142689598267761,10.87175703522514,0.0,7.316351304217764,11.049258466804828,12700.0,2.54828977501612,7.524481248257534,10.142689598267761,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,3.712636645586902,0.37822283639711374,0.4104238549806735,2011,1.0,0
117640,0.0,529.629638671875,0.0,7.407407283782959,7.407407283782959,0.0,8.849035656294287,0.0,0.0,6.82786997367443,0.0,2.3462684942228376,5.917199843171274,0.0,0.0,365,0.0,2012,2822.0,28.0,2.0,2,1,0.0,0.5501608560397826,0.0,2003,9.0,1
117668,4481.4814453125,11870.3701171875,4.267882782613995,0.0,-70.37036895751953,11.601826942614526,9.716548672605917,0.0,4.318475276683786,9.528462727173054,2374.073974609375,2.450356994456226,6.8318736306778485,11.601826942614526,0.0,365,0.0,2012,5510.0,55.0,3.0,3,1,9.174173578238044,0.3833565845108716,0.06548672556046994,1997,15.0,2
117698,463970.375,4003759.25,7.301472614984114,180359.265625,178877.78125,14.129026207712233,12.914275065710651,3585.185302734375,14.54569530110678,16.07756111511786,1869125.875,16.314775466168463,13.386437141382999,14.126402497941609,0.0,365,0.0,2012,2830.0,28.0,2.0,3,1,0.5368640391411218,0.030133354378976504,0.7196763760304016,1997,15.0,2
117717,4796.29638671875,65548.1484375,0.0,0.0,0.0,12.299753017805813,8.033490215657041,62.96296310424805,10.849428405297687,11.450706002735691,10088.888671875,2.5527145599624284,10.35718655653394,12.299466359404434,0.0,365,0.0,2012,2893.0,28.0,2.0,3,1,0.49162184109531204,0.019857134379516115,0.1578423767782433,2000,12.0,0
117726,333.3333435058594,4270.37060546875,0.0,0.0,0.0,7.982972572669427,7.2812836670684895,0.0,7.8607992705396,11.099779252880595,14233.3330078125,2.5116369877241764,7.524481248257534,6.9835840423255355,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.10909090854613251,0.015731141603586993,0.7372654610334666,2008,4.0,0
117738,5314.81494140625,69981.484375,4.318475276683786,0.0,-74.0740737915039,11.013959509930498,7.674548663894895,74.0740737915039,0.0,11.443665481919302,22662.962890625,2.5442009922168656,9.315790903113744,11.012738749908502,0.0,365,0.0,2012,2829.0,28.0,2.0,3,1,14.07180833229387,0.014562530161467994,0.010769936341428253,1991,21.0,1
117803,2744.4443359375,15192.5927734375,0.0,0.0,0.0,6.695066151331063,7.80349556690555,0.0,0.0,12.186649529023164,36818.51953125,12.406383759305124,3.6385603402098208,6.695066151331063,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.02762237693737747,0.008836546445893777,-1.1042471022817797,2007,5.0,0
117823,19988.888671875,620548.125,0.0,0.0,0.0,12.61112120856215,10.454950666302462,11418.5185546875,12.139047451850251,13.999812444277374,238944.4375,14.210324729018717,9.315790903113744,12.572299790336274,0.0,365,0.0,2012,2893.0,28.0,2.0,2,1,0.0,0.020995286655471946,0.6592484669294688,1994,18.0,1
117862,2003.7037353515625,22711.111328125,0.0,0.0,0.0,8.178628376253943,8.90284355106101,0.0,0.0,7.967690944734274,2570.370361328125,2.3684975370290253,7.524481248257534,8.178628376253943,0.0,365,0.0,2012,5610.0,56.0,3.0,1,0,1.8748459136954134,0.4132747571980777,1.2283225726388063,2009,7.0,0
117872,4559.25927734375,28018.517578125,0.0,0.0,0.0,10.992876578004564,9.741680800445987,0.0,8.32976525987898,10.932397035854223,40651.8515625,2.5221656871661557,9.525494417957473,10.992876578004564,0.0,30,0.6931471805599453,2012,5610.0,56.0,3.0,3,1,3.9142632811856974,0.17694360950531043,0.05820706024312455,2003,9.0,1
117884,19388.888671875,53503.703125,4.318475276683786,3177.77783203125,3103.70361328125,12.313618599502076,10.610270059014788,0.0,0.0,10.364920993064942,17011.111328125,2.515777361692036,9.315790903113744,12.313618599502076,0.0,365,0.0,2012,2829.0,28.0,2.0,2,1,0.2466364227195966,0.16360934543627967,2.1220747730944867,1990,22.0,0
117906,1840.74072265625,17266.666015625,0.0,0.0,0.0,7.00397413672268,8.861187360209666,0.0,9.313120892384783,10.561225310240037,11.11111068725586,2.4661983415011988,7.524481248257534,7.00397413672268,0.0,365,0.0,2012,2740.0,27.0,2.0,3,1,0.3479583125824404,0.13900479287108813,12.969013819841365,2009,3.0,0
117915,1737.0369873046875,25859.259765625,0.0,0.0,0.0,8.482732047583843,9.179984251961283,0.0,8.090697346725555,12.00425715441446,47577.77734375,12.321536466107366,9.315790903113744,8.482732047583843,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,2.5436761725496106,0.038888614428571645,0.35833063027381384,2008,4.0,2
117973,2096.29638671875,21751.8515625,0.0,0.0,0.0,8.79441520571385,8.434028950155469,3770.370361328125,0.0,10.058950066844652,107470.3671875,2.5533715719041914,7.7232348101743655,7.946945190174225,0.0,365,0.0,2012,2612.0,26.0,2.0,3,0,1.8252003296570662,0.029548579042971687,0.2242364840924425,2007,5.0,0
117979,0.0,3348.148193359375,0.0,0.0,0.0,0.0,9.066072193118158,0.0,0.0,6.2600062858687195,0.0,2.3152117850154705,7.524481248257534,0.0,0.0,365,0.0,2012,2651.0,26.0,2.0,1,1,0.8316831949722211,0.0,0.8080000026367188,2009,3.0,0
117992,1062.9630126953125,21518.517578125,0.0,0.0,0.0,7.582719656097214,9.386553793808407,0.0,0.0,7.798948531162044,6522.22216796875,2.3996517128829407,9.826580459163543,7.582719656097214,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,5.933071287775884,0.47798120140792,0.13719840809416609,2002,10.0,0
118020,21074.07421875,434848.15625,9.350189267092581,0.0,-11500.0,13.035636982530711,12.58085289784473,1851.851806640625,12.01594898129795,13.645733439662441,110970.3671875,14.07521108552491,9.315790903113744,13.031589567696784,0.0,365,0.0,2012,2812.0,28.0,2.0,2,1,0.3011951701236757,0.10699981855564508,0.5883283330725522,1994,18.0,0
118033,78770.3671875,735351.875,0.0,0.0,0.0,14.09280909511839,12.289652144262748,176992.59375,12.946008584019657,14.101998229903666,448703.71875,14.428217180885547,8.217358538114986,13.948788590370807,0.0,365,0.0,2012,2849.0,28.0,2.0,2,1,0.011454897564885056,0.11076479738877658,4.218965220249537,2010,2.0,1
118054,518.5184936523438,84062.9609375,4.318475276683786,0.0,-74.0740737915039,9.468785307243543,9.318121295924904,51.85185241699219,10.909569569912948,12.821951456483434,75340.7421875,13.039386442008675,9.315790903113744,9.4647729481002,0.0,365,0.0,2012,3312.0,33.0,2.0,3,1,0.9795918781752688,0.0043460764368909634,0.2472273851882092,1990,22.0,0
118066,2300.0,30396.296875,0.0,0.0,0.0,10.838365176062998,8.401300080152922,0.0,0.0,10.487075092258898,30362.962890625,2.499901371973151,2.76094713159029,10.838365176062998,0.0,365,0.0,2012,3320.0,33.0,2.0,2,1,0.2670136270583225,0.05908457893208953,0.5179706931290111,1993,19.0,1
118078,1222.22216796875,7655.5556640625,0.0,0.0,0.0,8.738420846071984,7.785181937224576,0.0,0.0,9.469928701763127,0.0,2.3695304904521213,5.917199843171274,8.738420846071984,0.0,365,0.0,2012,3320.0,33.0,2.0,2,1,0.0,0.1335773041963451,0.0,1998,14.0,0
118095,0.0,0.0,0.0,0.0,0.0,6.123710361839156,7.226262897143057,0.0,0.0,8.205289264690624,0.0,2.2559573611003,7.524481248257534,6.123710361839156,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.0,0.2537851503880178,-1.0446785448951428,2008,4.0,1
118106,107.40740966796876,2188.888916015625,0.0,0.0,0.0,0.0,8.942833674437145,0.0,0.0,6.744233649683269,5474.07421875,0.0,9.315790903113744,0.0,0.0,348,0.6931471805599453,2012,6820.0,68.0,3.0,3,0,0.0,0.0,-0.6905928092403951,1993,19.0,2
118108,5892.5927734375,218.51852416992188,1.5483502073130806,3.70370364189148,0.0,0.0,7.6448661933145745,0.0,0.0,10.30092921759257,829.629638671875,2.4443186667398398,7.524481248257534,0.0,0.0,365,0.0,2012,5520.0,55.0,3.0,3,0,0.10405644008091518,0.053439680419174664,-1.1161417537398066,2011,1.0,1
118151,3877.77783203125,13259.2587890625,0.0,0.0,0.0,10.437516379968605,8.81111682869774,0.0,0.0,11.159698031354191,16937.037109375,2.5258756083354235,9.603450433395352,10.437516379968605,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.2374568619644458,0.06257957949322862,1.4331366870535458,2011,1.0,1
118167,3037.037109375,14477.77734375,0.0,0.0,0.0,11.46824847462275,8.020185236660852,0.0,7.897255176581738,10.67951697518475,26362.962890625,2.500969789275318,9.315790903113744,11.46824847462275,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,2.9158485473177302,0.03972902929531208,0.024642289645173142,2000,12.0,1
118244,2344.4443359375,14925.92578125,0.0,0.0,0.0,9.047503262268865,7.85507085716532,0.0,9.425532393502772,11.04896398263526,24051.8515625,2.5208535775665664,9.826580459163543,9.047503262268865,0.0,365,0.0,2012,5630.0,56.0,3.0,3,1,0.06894816195796431,0.02619512658352405,16.421487114807764,2008,4.0,2
118261,2207.407470703125,105803.703125,0.0,0.0,0.0,8.30717606209125,10.135520383125936,0.0,6.681226411048808,11.855234318392446,57459.2578125,2.588779972253632,9.315790903113744,8.30717606209125,0.0,365,0.0,2012,5629.0,56.0,3.0,2,0,1.921831340067136,0.10366736021395676,0.4946364553892594,1992,20.0,1
118271,13618.5185546875,329681.46875,0.0,0.0,0.0,11.947020546033286,11.22723006361326,677.7777709960938,10.714357697503772,13.124193327024726,201370.375,13.587369697122568,6.799386159437268,11.942619866971118,0.0,365,0.0,2012,2829.0,28.0,2.0,2,1,0.15646346234864086,0.03800430749318987,0.9127978275698058,2000,12.0,1
118286,896.2963256835938,3007.407470703125,0.0,0.0,0.0,8.409583185746278,7.917698211859414,0.0,6.708716964924181,8.699064044444965,5237.037109375,2.3029699275241473,7.524481248257534,8.409583185746278,0.0,87,0.6931471805599453,2012,5630.0,56.0,3.0,2,1,0.5261813459725215,0.33743167389553036,0.6309427756616629,2012,0.0,1
118321,3496.29638671875,11666.6669921875,0.0,0.0,0.0,9.001569898986167,9.152110761908153,59.25925827026367,0.0,11.480412603789821,6914.81494140625,2.5393968005245964,7.524481248257534,8.994241407201262,0.0,365,0.0,2012,3312.0,33.0,2.0,3,1,0.26762592016034287,0.07211902515377526,1.106687807999859,2011,1.0,0
118469,1148.148193359375,3659.25927734375,0.0,0.0,0.0,10.644654790541571,6.969755906792955,0.0,0.0,7.538376755079213,151.8518524169922,2.2457629395885523,9.315790903113744,10.644654790541571,0.0,365,0.0,2012,5590.0,55.0,3.0,2,1,0.01720269253198254,0.20492454355863635,0.8044524850439191,1994,18.0,1
118489,11544.4443359375,67588.890625,7.6831137501366324,0.0,-2170.370361328125,10.696586467948107,8.797777920408377,462.96295166015625,0.0,12.050809863171068,74862.9609375,12.52165726468047,8.910370746003398,10.686058123970238,0.0,365,0.0,2012,3312.0,33.0,2.0,1,1,0.7208908704710248,0.024136579267845168,0.9170113896980371,2010,2.0,0
118505,3111.111083984375,41129.62890625,0.0,0.0,0.0,10.463978069391777,7.623370383741356,0.0,0.0,11.685641465453816,75751.8515625,2.5831948902548194,8.217358538114986,10.463978069391777,0.0,365,0.0,2012,2829.0,28.0,2.0,2,1,0.024985030223734286,0.007881349727551033,10.485731167250748,2011,1.0,2
118546,1481.4814453125,55700.0,0.0,0.0,0.0,8.76478793898712,8.068901746841135,0.0,6.927085729773812,11.062711105088319,32074.07421875,2.5284397970221426,9.315790903113744,8.76478793898712,0.0,365,0.0,2012,2651.0,26.0,2.0,1,1,2.0446043286652156,0.03126246734917199,0.2614157845140007,1990,22.0,0
118574,0.0,6933.33349609375,0.0,0.0,0.0,0.0,7.664172820031188,0.0,0.0,9.48439386295691,0.0,2.383505566167953,7.524481248257534,0.0,0.0,365,0.0,2012,5610.0,56.0,3.0,1,0,0.5333333281935309,0.10173159962594082,0.8407079680433324,2011,7.0,0
118614,5362.962890625,79374.0703125,0.0,0.0,0.0,8.394623706760294,10.462285037002573,0.0,8.006700845440367,11.542386113122973,48974.07421875,2.5782302551713974,9.315790903113744,8.394623706760294,0.0,365,0.0,2012,2740.0,27.0,2.0,1,1,1.317754415612585,0.0017978389140125362,0.9918302692042855,1991,21.0,0
118626,16907.408203125,283548.15625,0.0,0.0,0.0,11.96445559885746,9.137877200242468,6507.4072265625,11.286594906947169,12.694769313820638,76785.1875,13.015143286585634,9.826580459163543,11.922143314394745,0.0,365,0.0,2012,2630.0,26.0,2.0,2,1,0.01012593421160957,0.016615267530611627,1.3264479398715734,2007,5.0,0
118654,544.4444580078125,17244.4453125,0.0,0.0,0.0,6.147755769682692,9.091836238989258,0.0,0.0,6.440828357126898,0.0,2.3254190913987656,9.826580459163543,6.147755769682692,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,5.883691536241174,0.8668360378994842,0.3668831238317981,2006,6.0,0
118696,3051.851806640625,55544.4453125,0.0,0.0,0.0,9.254630096963115,7.941690755700942,0.0,10.0657434103242,13.205009616024892,24751.8515625,13.280254766332948,7.524481248257534,9.254630096963115,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.013646157601426248,0.004092605761762865,9.551066680345984,2008,4.0,0
118756,8122.22216796875,6740.74072265625,5.357110262375687,0.0,-211.11111450195312,12.705300904076244,10.42495308988301,0.0,3.8948391568291676,9.301016963955698,6622.22216796875,2.4756465813955204,10.519700640815572,12.705300904076244,0.0,365,0.0,2012,5510.0,55.0,3.0,2,1,0.03219669168790358,0.5966282282270028,-82.07807795086578,2005,7.0,0
118793,2422.22216796875,36959.2578125,0.0,0.0,0.0,9.807602617748048,7.792853407892027,0.0,10.457720575780833,11.02119232568156,5481.4814453125,2.486852271831437,8.217358538114986,9.807602617748048,0.0,365,0.0,2012,5629.0,56.0,3.0,2,0,0.0,0.03559342358895079,6.893750119476321,2009,3.0,0
118808,0.0,14.814814567565918,0.0,10688.888671875,10688.888671875,0.0,9.272539397151322,0.0,0.0,0.0,0.0,0.0,5.917199843171274,0.0,0.6931471805599453,76,0.6931471805599453,2012,5610.0,56.0,3.0,3,0,0.0,0.0,0.0,2001,7.0,1
118818,266.6666564941406,19029.62890625,0.0,0.0,0.0,0.0,7.483681796242296,0.0,9.832761071235764,9.090584529799662,0.0,2.3291348059420534,0.0,0.0,0.0,365,0.0,2012,5630.0,56.0,3.0,1,0,0.011244219951603632,0.16765630340149598,-2.1735953509913593,2004,7.0,0
118844,203.7037048339844,1081.4814453125,0.0,0.0,0.0,6.509320938990249,7.64131546418738,0.0,6.422946300377743,11.150853393419379,19300.0,2.5207348881139136,9.315790903113744,6.509320938990249,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.03048632923832767,0.021601981057653978,-1.1292349502974917,2002,10.0,2
118869,50077.77734375,79085.1875,0.0,0.0,0.0,13.027045047566792,11.070639016036425,548.1481323242188,7.783640596221253,13.024164585825245,255529.625,13.629458802622223,10.008893086711856,13.025838366241109,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,1.2749061323268558,0.025044386722378163,0.12466958874096817,2001,11.0,1
118955,162174.078125,333137.03125,9.858077514026615,12340.7412109375,-6770.37060546875,14.979127977640635,11.216826297117182,118.51851654052734,10.824011499199887,14.629150322259756,862377.75,15.045571488503215,9.826580459163543,14.979090962980717,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.00416056742226598,0.02116502875838427,0.9737678319751237,1997,15.0,0
118968,1200.0,4940.74072265625,0.0,0.0,0.0,10.632401282862416,9.842846634200187,0.0,0.0,7.72976784716822,3570.370361328125,2.4204493830517837,10.025421596241971,10.632401282862416,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,15.373133889663773,0.6316891427700884,-0.006423161931315787,1991,21.0,0
118990,0.0,28944.4453125,0.0,0.0,0.0,0.0,10.163751355366243,0.0,0.0,10.142689598267761,7311.111328125,2.4815899819289475,7.524481248257534,0.0,0.0,332,0.6931471805599453,2012,5610.0,56.0,3.0,3,1,7.238514083989286,0.4057672450838163,0.1503527347625248,2012,7.0,1
